"","X.2","X.1","X","rwr_rank","help_vote","vote","top1","top10","top50","top500","top1000","vine"
"1932",1932,1932,1932,23865846,1,2,NA,NA,NA,NA,NA,NA
"1933",1933,1933,1933,15908917,22,25,NA,NA,NA,NA,NA,NA
"1934",1934,1934,1934,25895233,2,2,NA,NA,NA,NA,NA,NA
"1935",1935,1935,1935,73402,235,267,NA,NA,NA,NA,NA,NA
"1936",1936,1936,1936,2975882,29,35,NA,NA,NA,NA,NA,NA
"1937",1937,1937,1937,1813346,9,12,NA,NA,NA,NA,NA,NA
"1938",1938,1938,1938,4916983,6,8,NA,NA,NA,NA,NA,NA
"1939",1939,1939,1939,35258481,3,11,NA,NA,NA,NA,NA,NA
"1940",1940,1940,1940,6869169,10,12,NA,NA,NA,NA,NA,NA
"1941",1941,1941,1941,189,9999,11270,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1942",1942,1942,1942,6108308,94,95,NA,NA,NA,NA,NA,NA
"1943",1943,1943,1943,28795817,4,4,NA,NA,NA,NA,NA,NA
"1944",1944,1944,1944,9579,1028,1429,NA,NA,NA,NA,NA,"VINE VOICE"
"1945",1945,1945,1945,26200745,1,3,NA,NA,NA,NA,NA,NA
"1946",1946,1946,1946,9898354,1,1,NA,NA,NA,NA,NA,NA
"1947",1947,1947,1947,27252,124,149,NA,NA,NA,NA,NA,NA
"1948",1948,1948,1948,16752875,5,11,NA,NA,NA,NA,NA,NA
"1949",1949,1949,1949,3449043,8,14,NA,NA,NA,NA,NA,NA
"1950",1950,1950,1950,3797975,3,5,NA,NA,NA,NA,NA,NA
"1951",1951,1951,1951,84382,217,296,NA,NA,NA,NA,NA,NA
"1952",1952,1952,1952,35205481,1,8,NA,NA,NA,NA,NA,NA
"1953",1953,1953,1953,155,16052,17616,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1954",1954,1954,1954,2335037,4,5,NA,NA,NA,NA,NA,NA
"1955",1955,1955,1955,1621924,4,4,NA,NA,NA,NA,NA,NA
"1956",1956,1956,1956,5625285,4,7,NA,NA,NA,NA,NA,NA
"1957",1957,1957,1957,424044,36,47,NA,NA,NA,NA,NA,NA
"1958",1958,1958,1958,5276351,15,28,NA,NA,NA,NA,NA,NA
"1959",1959,1959,1959,10518879,4,6,NA,NA,NA,NA,NA,NA
"1960",1960,1960,1960,2228754,4,5,NA,NA,NA,NA,NA,NA
"1961",1961,1961,1961,18814594,1,1,NA,NA,NA,NA,NA,NA
"1962",1962,1962,1962,790410,6,7,NA,NA,NA,NA,NA,NA
"1963",1963,1963,1963,262,5675,6361,NA,NA,NA,"TOP 500 REVIEWER<",NA,NA
"1964",1964,1964,1964,5642743,4,5,NA,NA,NA,NA,NA,NA
"1965",1965,1965,1965,26303037,2,2,NA,NA,NA,NA,NA,NA
"1966",1966,1966,1966,22067955,16,19,NA,NA,NA,NA,NA,NA
"1967",1967,1967,1967,1201,2059,2340,NA,NA,NA,NA,NA,"VINE VOICE"
"1968",1968,1968,1968,7524,813,929,NA,NA,NA,NA,NA,NA
"1969",1969,1969,1969,35038707,15,48,NA,NA,NA,NA,NA,NA
"1970",1970,1970,1970,143031,93,115,NA,NA,NA,NA,NA,NA
"1971",1971,1971,1971,27015579,1,1,NA,NA,NA,NA,NA,NA
"1972",1972,1972,1972,11102268,1,1,NA,NA,NA,NA,NA,NA
"1973",1973,1973,1973,19602651,1,1,NA,NA,NA,NA,NA,NA
"1974",1974,1974,1974,4000210,1,2,NA,NA,NA,NA,NA,NA
"1975",1975,1975,1975,1025958,10,12,NA,NA,NA,NA,NA,NA
"1976",1976,1976,1976,1210092,32,41,NA,NA,NA,NA,NA,NA
"1977",1977,1977,1977,25769896,1,1,NA,NA,NA,NA,NA,NA
"1978",1978,1978,1978,14922124,2,2,NA,NA,NA,NA,NA,NA
"1979",1979,1979,1979,34631081,2,6,NA,NA,NA,NA,NA,NA
"1980",1980,1980,1980,518171,58,88,NA,NA,NA,NA,NA,NA
"1981",1981,1981,1981,10019257,2,2,NA,NA,NA,NA,NA,NA
"1982",1982,1982,1982,569607,12,19,NA,NA,NA,NA,NA,NA
"1983",1983,1983,1983,18842218,0,1,NA,NA,NA,NA,NA,NA
"1984",1984,1984,1984,11525,580,778,NA,NA,NA,NA,NA,NA
"1985",1985,1985,1985,9808698,1,1,NA,NA,NA,NA,NA,NA
"1986",1986,1986,1986,7224054,1,2,NA,NA,NA,NA,NA,NA
"1987",1987,1987,1987,26261442,1,1,NA,NA,NA,NA,NA,NA
"1988",1988,1988,1988,458783,78,92,NA,NA,NA,NA,NA,NA
"1989",1989,1989,1989,374760,113,127,NA,NA,NA,NA,NA,NA
"1990",1990,1990,1990,12942,457,538,NA,NA,NA,NA,NA,NA
"1991",1991,1991,1991,80826,91,102,NA,NA,NA,NA,NA,NA
"1992",1992,1992,1992,2122490,20,21,NA,NA,NA,NA,NA,NA
"1993",1993,1993,1993,1524876,45,47,NA,NA,NA,NA,NA,NA
"1994",1994,1994,1994,16261329,15,15,NA,NA,NA,NA,NA,NA
"1995",1995,1995,1995,97289,196,304,NA,NA,NA,NA,NA,"VINE VOICE"
"1996",1996,1996,1996,8256900,3,5,NA,NA,NA,NA,NA,NA
"1997",1997,1997,1997,5436345,5,11,NA,NA,NA,NA,NA,NA
"1998",1998,1998,1998,22138738,1,1,NA,NA,NA,NA,NA,NA
"1999",1999,1999,1999,107449,86,99,NA,NA,NA,NA,NA,NA
"2000",2000,2000,2000,10629884,24,40,NA,NA,NA,NA,NA,NA
"2001",2001,2001,2001,562093,39,42,NA,NA,NA,NA,NA,NA
"2002",2002,2002,2002,274295,24,26,NA,NA,NA,NA,NA,NA
"2003",2003,2003,2003,1722906,32,39,NA,NA,NA,NA,NA,NA
"2004",2004,2004,2004,20777219,0,1,NA,NA,NA,NA,NA,NA
"2005",2005,2005,2005,566964,122,138,NA,NA,NA,NA,NA,NA
"2006",2006,2006,2006,912771,36,42,NA,NA,NA,NA,NA,NA
"2007",2007,2007,2007,5536227,6,6,NA,NA,NA,NA,NA,NA
"2008",2008,2008,2008,120900,96,104,NA,NA,NA,NA,NA,NA
"2009",2009,2009,2009,13736553,0,1,NA,NA,NA,NA,NA,NA
"2010",2010,2010,2010,26321164,2,3,NA,NA,NA,NA,NA,NA
"2011",2011,2011,2011,5073282,3,3,NA,NA,NA,NA,NA,NA
"2012",2012,2012,2012,18268120,1,1,NA,NA,NA,NA,NA,NA
"2013",2013,2013,2013,35233972,19,50,NA,NA,NA,NA,NA,NA
"2014",2014,2014,2014,5067512,1,1,NA,NA,NA,NA,NA,NA
"2015",2015,2015,2015,3060109,7,9,NA,NA,NA,NA,NA,NA
"2016",2016,2016,2016,7198562,1,1,NA,NA,NA,NA,NA,NA
"2017",2017,2017,2017,13964952,53,64,NA,NA,NA,NA,NA,NA
"2018",2018,2018,2018,9958564,11,12,NA,NA,NA,NA,NA,NA
"2019",2019,2019,2019,1185174,37,54,NA,NA,NA,NA,NA,NA
"2020",2020,2020,2020,553302,22,30,NA,NA,NA,NA,NA,NA
"2021",2021,2021,2021,26217359,2,3,NA,NA,NA,NA,NA,NA
"2022",2022,2022,2022,2551123,89,163,NA,NA,NA,NA,NA,NA
"2023",2023,2023,2023,515,5918,6450,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"2024",2024,2024,2024,9240923,1,2,NA,NA,NA,NA,NA,NA
"2025",2025,2025,2025,18316775,0,1,NA,NA,NA,NA,NA,NA
"2026",2026,2026,2026,522,6992,8222,NA,NA,NA,NA,"TOP 1000 REVIEWER<",NA
"2027",2027,2027,2027,19936407,1,1,NA,NA,NA,NA,NA,NA
"2028",2028,2028,2028,95878,74,84,NA,NA,NA,NA,NA,NA
"2029",2029,2029,2029,462038,20,25,NA,NA,NA,NA,NA,NA
"2030",2030,2030,2030,11603175,2,2,NA,NA,NA,NA,NA,NA
"2031",2031,2031,2031,12061,455,506,NA,NA,NA,NA,NA,NA
"2032",2032,2032,2032,1792766,57,60,NA,NA,NA,NA,NA,NA
"2033",2033,2033,2033,13893890,2,2,NA,NA,NA,NA,NA,NA
"2034",2034,2034,2034,122662,66,85,NA,NA,NA,NA,NA,NA
"2035",2035,2035,2035,465684,35,47,NA,NA,NA,NA,NA,NA
"2036",2036,2036,2036,12558088,1,1,NA,NA,NA,NA,NA,NA
"2037",2037,2037,2037,5460740,1,3,NA,NA,NA,NA,NA,NA
"2038",2038,2038,2038,3136515,17,24,NA,NA,NA,NA,NA,NA
"2039",2039,2039,2039,2237922,25,49,NA,NA,NA,NA,NA,NA
"2040",2040,2040,2040,2807035,43,44,NA,NA,NA,NA,NA,NA
"2041",2041,2041,2041,21979647,1,1,NA,NA,NA,NA,NA,NA
"2042",2042,2042,2042,1193450,14,14,NA,NA,NA,NA,NA,NA
"2043",2043,2043,2043,3954515,6,11,NA,NA,NA,NA,NA,NA
"2044",2044,2044,2044,18762344,1,2,NA,NA,NA,NA,NA,NA
"2045",2045,2045,2045,21951004,3,8,NA,NA,NA,NA,NA,NA
"2046",2046,2046,2046,214242,106,159,NA,NA,NA,NA,NA,NA
"2047",2047,2047,2047,24349778,1,3,NA,NA,NA,NA,NA,NA
"2048",2048,2048,2048,2105770,115,147,NA,NA,NA,NA,NA,NA
"2049",2049,2049,2049,20232893,1,4,NA,NA,NA,NA,NA,NA
"2050",2050,2050,2050,96155,211,235,NA,NA,NA,NA,NA,NA
"2051",2051,2051,2051,23564392,3,5,NA,NA,NA,NA,NA,NA
"2052",2052,2052,2052,17912880,1,3,NA,NA,NA,NA,NA,NA
"2053",2053,2053,2053,3489030,9,11,NA,NA,NA,NA,NA,NA
"2054",2054,2054,2054,1143,7322,8887,NA,NA,NA,NA,NA,"VINE VOICE"
"2055",2055,2055,2055,34527891,14,16,NA,NA,NA,NA,NA,NA
"2056",2056,2056,2056,264440,76,80,NA,NA,NA,NA,NA,NA
"2057",2057,2057,2057,185958,40,45,NA,NA,NA,NA,NA,NA
"2058",2058,2058,2058,313998,49,67,NA,NA,NA,NA,NA,NA
"2059",2059,2059,2059,1551,7657,8586,NA,NA,NA,NA,NA,"VINE VOICE"
"2060",2060,2060,2060,16813854,3,5,NA,NA,NA,NA,NA,NA
"2061",2061,2061,2061,4593685,2,2,NA,NA,NA,NA,NA,NA
"2062",2062,2062,2062,34394487,6,10,NA,NA,NA,NA,NA,NA
"2063",2063,2063,2063,2973860,4,5,NA,NA,NA,NA,NA,NA
"2064",2064,2064,2064,22977643,1,1,NA,NA,NA,NA,NA,NA
"2065",2065,2065,2065,5252552,3,5,NA,NA,NA,NA,NA,NA
"2066",2066,2066,2066,13370231,3,3,NA,NA,NA,NA,NA,NA
"2067",2067,2067,2067,3859758,3,3,NA,NA,NA,NA,NA,NA
"2068",2068,2068,2068,6856470,1,1,NA,NA,NA,NA,NA,NA
"2069",2069,2069,2069,1854986,2,2,NA,NA,NA,NA,NA,NA
"2070",2070,2070,2070,213548,87,122,NA,NA,NA,NA,NA,NA
"2071",2071,2071,2071,25274322,0,1,NA,NA,NA,NA,NA,NA
"2072",2072,2072,2072,3537502,10,10,NA,NA,NA,NA,NA,NA
"2073",2073,2073,2073,1298844,5,7,NA,NA,NA,NA,NA,NA
"2074",2074,2074,2074,4790984,89,117,NA,NA,NA,NA,NA,NA
"2075",2075,2075,2075,98745,72,97,NA,NA,NA,NA,NA,NA
"2076",2076,2076,2076,34790199,0,5,NA,NA,NA,NA,NA,NA
"2077",2077,2077,2077,584974,38,59,NA,NA,NA,NA,NA,NA
"2078",2078,2078,2078,603918,42,46,NA,NA,NA,NA,NA,NA
"2079",2079,2079,2079,180176,18,24,NA,NA,NA,NA,NA,NA
"2080",2080,2080,2080,228021,54,80,NA,NA,NA,NA,NA,NA
"2081",2081,2081,2081,12857527,1,2,NA,NA,NA,NA,NA,NA
"2082",2082,2082,2082,994728,14,16,NA,NA,NA,NA,NA,NA
"2083",2083,2083,2083,154582,190,214,NA,NA,NA,NA,NA,NA
"2084",2084,2084,2084,1909123,3,3,NA,NA,NA,NA,NA,NA
"2085",2085,2085,2085,9369808,4,5,NA,NA,NA,NA,NA,NA
"2086",2086,2086,2086,310314,41,46,NA,NA,NA,NA,NA,NA
"2087",2087,2087,2087,421294,139,147,NA,NA,NA,NA,NA,NA
"2088",2088,2088,2088,20739255,17,21,NA,NA,NA,NA,NA,NA
"2089",2089,2089,2089,61444,280,301,NA,NA,NA,NA,NA,NA
"2090",2090,2090,2090,33408,586,723,NA,NA,NA,NA,NA,NA
"2091",2091,2091,2091,1092150,17,24,NA,NA,NA,NA,NA,NA
"2092",2092,2092,2092,5943692,2,4,NA,NA,NA,NA,NA,NA
"2093",2093,2093,2093,25348435,2,2,NA,NA,NA,NA,NA,NA
"2094",2094,2094,2094,23662499,1,2,NA,NA,NA,NA,NA,NA
"2095",2095,2095,2095,3155792,3,6,NA,NA,NA,NA,NA,NA
"2096",2096,2096,2096,324886,120,144,NA,NA,NA,NA,NA,NA
"2097",2097,2097,2097,953336,8,9,NA,NA,NA,NA,NA,NA
"2098",2098,2098,2098,3377511,8,10,NA,NA,NA,NA,NA,NA
"2099",2099,2099,2099,87164,181,202,NA,NA,NA,NA,NA,NA
"2100",2100,2100,2100,20407865,0,1,NA,NA,NA,NA,NA,NA
"2101",2101,2101,2101,8935562,12,12,NA,NA,NA,NA,NA,NA
"2102",2102,2102,2102,28825584,2,2,NA,NA,NA,NA,NA,NA
"2103",2103,2103,2103,1409839,21,24,NA,NA,NA,NA,NA,NA
"2104",2104,2104,2104,34144479,1,4,NA,NA,NA,NA,NA,NA
"2105",2105,2105,2105,4424198,25,29,NA,NA,NA,NA,NA,NA
"2106",2106,2106,2106,5021627,3,4,NA,NA,NA,NA,NA,NA
"2107",2107,2107,2107,193178,72,83,NA,NA,NA,NA,NA,NA
"2108",2108,2108,2108,375455,18,19,NA,NA,NA,NA,NA,NA
"2109",2109,2109,2109,264361,228,274,NA,NA,NA,NA,NA,NA
"2110",2110,2110,2110,1258139,19,21,NA,NA,NA,NA,NA,NA
"2111",2111,2111,2111,1582216,34,52,NA,NA,NA,NA,NA,NA
"2112",2112,2112,2112,898237,6,8,NA,NA,NA,NA,NA,NA
"2113",2113,2113,2113,22061414,8,11,NA,NA,NA,NA,NA,NA
"2114",2114,2114,2114,376242,28,39,NA,NA,NA,NA,NA,NA
"2115",2115,2115,2115,3816813,1,2,NA,NA,NA,NA,NA,NA
"2116",2116,2116,2116,12394369,1,1,NA,NA,NA,NA,NA,NA
"2117",2117,2117,2117,3504155,15,19,NA,NA,NA,NA,NA,NA
"2118",2118,2118,2118,49863,249,299,NA,NA,NA,NA,NA,NA
"2119",2119,2119,2119,395250,305,363,NA,NA,NA,NA,NA,NA
"2120",2120,2120,2120,12693332,0,1,NA,NA,NA,NA,NA,NA
"2121",2121,2121,2121,34451338,0,5,NA,NA,NA,NA,NA,NA
"2122",2122,2122,2122,25656717,0,1,NA,NA,NA,NA,NA,NA
"2123",2123,2123,2123,374,12650,14505,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"2124",2124,2124,2124,93106,1444,1525,NA,NA,NA,NA,NA,NA
"2125",2125,2125,2125,834295,47,61,NA,NA,NA,NA,NA,NA
"2126",2126,2126,2126,2800206,40,40,NA,NA,NA,NA,NA,NA
"2127",2127,2127,2127,3061503,8,12,NA,NA,NA,NA,NA,NA
"2128",2128,2128,2128,381814,52,73,NA,NA,NA,NA,NA,NA
"2129",2129,2129,2129,3734728,14,16,NA,NA,NA,NA,NA,NA
"2130",2130,2130,2130,913292,43,53,NA,NA,NA,NA,NA,NA
"2131",2131,2131,2131,610056,40,48,NA,NA,NA,NA,NA,NA
"2132",2132,2132,2132,22426949,0,1,NA,NA,NA,NA,NA,NA
"2133",2133,2133,2133,6752,945,1017,NA,NA,NA,NA,NA,NA
"2134",2134,2134,2134,9276862,5,7,NA,NA,NA,NA,NA,NA
"2135",2135,2135,2135,802017,33,41,NA,NA,NA,NA,NA,NA
"2136",2136,2136,2136,11351993,0,1,NA,NA,NA,NA,NA,NA
"2137",2137,2137,2137,27643145,1,1,NA,NA,NA,NA,NA,NA
"2138",2138,2138,2138,34775754,2,9,NA,NA,NA,NA,NA,NA
"2139",2139,2139,2139,1858833,22,22,NA,NA,NA,NA,NA,NA
"2140",2140,2140,2140,28661141,2,7,NA,NA,NA,NA,NA,NA
"2141",2141,2141,2141,18992903,5,6,NA,NA,NA,NA,NA,NA
"2142",2142,2142,2142,25462041,0,1,NA,NA,NA,NA,NA,NA
"2143",2143,2143,2143,18162941,1,1,NA,NA,NA,NA,NA,NA
"2144",2144,2144,2144,1,70447,74848,"#1 HALL OF FAME<",NA,"TOP 50 REVIEWER<",NA,NA,NA
"2145",2145,2145,2145,8517255,2,2,NA,NA,NA,NA,NA,NA
"2146",2146,2146,2146,20661731,1,2,NA,NA,NA,NA,NA,NA
"2147",2147,2147,2147,1232027,24,33,NA,NA,NA,NA,NA,NA
"2148",2148,2148,2148,1110484,11,13,NA,NA,NA,NA,NA,NA
"2149",2149,2149,2149,345879,57,65,NA,NA,NA,NA,NA,NA
"2150",2150,2150,2150,4250869,1,5,NA,NA,NA,NA,NA,NA
"2151",2151,2151,2151,3187879,13,20,NA,NA,NA,NA,NA,NA
"2152",2152,2152,2152,594328,99,108,NA,NA,NA,NA,NA,NA
"2153",2153,2153,2153,1397,4517,5344,NA,NA,NA,NA,NA,"VINE VOICE"
"2154",2154,2154,2154,34702657,0,4,NA,NA,NA,NA,NA,NA
"2155",2155,2155,2155,357847,51,66,NA,NA,NA,NA,NA,NA
"2156",2156,2156,2156,16630613,1,1,NA,NA,NA,NA,NA,NA
"2157",2157,2157,2157,820027,32,39,NA,NA,NA,NA,NA,NA
"2158",2158,2158,2158,7634702,51,74,NA,NA,NA,NA,NA,NA
"2159",2159,2159,2159,129823,80,94,NA,NA,NA,NA,NA,NA
"2160",2160,2160,2160,1428278,15,17,NA,NA,NA,NA,NA,NA
"2161",2161,2161,2161,4068514,13,21,NA,NA,NA,NA,NA,NA
"2162",2162,2162,2162,39694,113,128,NA,NA,NA,NA,NA,NA
"2163",2163,2163,2163,2694960,2,2,NA,NA,NA,NA,NA,NA
"2164",2164,2164,2164,1507194,10,13,NA,NA,NA,NA,NA,NA
"2165",2165,2165,2165,2433745,17,24,NA,NA,NA,NA,NA,NA
"2166",2166,2166,2166,3452681,7,9,NA,NA,NA,NA,NA,NA
"2167",2167,2167,2167,1159069,26,31,NA,NA,NA,NA,NA,NA
"2168",2168,2168,2168,1768407,3,3,NA,NA,NA,NA,NA,NA
"2169",2169,2169,2169,79848,186,201,NA,NA,NA,NA,NA,NA
"2170",2170,2170,2170,1756116,41,72,NA,NA,NA,NA,NA,NA
"2171",2171,2171,2171,277161,38,46,NA,NA,NA,NA,NA,NA
"2172",2172,2172,2172,161955,164,191,NA,NA,NA,NA,NA,NA
"2173",2173,2173,2173,1761623,10,10,NA,NA,NA,NA,NA,NA
"2174",2174,2174,2174,1148410,15,18,NA,NA,NA,NA,NA,NA
"2175",2175,2175,2175,13763111,37,164,NA,NA,NA,NA,NA,NA
"2176",2176,2176,2176,1449153,10,12,NA,NA,NA,NA,NA,NA
"2177",2177,2177,2177,317771,43,50,NA,NA,NA,NA,NA,NA
"2178",2178,2178,2178,22160,1008,1419,NA,NA,NA,NA,NA,"VINE VOICE"
"2179",2179,2179,2179,25333892,1,1,NA,NA,NA,NA,NA,NA
"2180",2180,2180,2180,8653101,4,6,NA,NA,NA,NA,NA,NA
"2181",2181,2181,2181,8401,763,827,NA,NA,NA,NA,NA,NA
"2182",2182,2182,2182,35353771,10,156,NA,NA,NA,NA,NA,NA
"2183",2183,2183,2183,5677334,4,5,NA,NA,NA,NA,NA,NA
"2184",2184,2184,2184,10219304,9,14,NA,NA,NA,NA,NA,NA
"2185",2185,2185,2185,4256527,1,2,NA,NA,NA,NA,NA,NA
"2186",2186,2186,2186,34773340,1,4,NA,NA,NA,NA,NA,NA
"2187",2187,2187,2187,15307296,7,11,NA,NA,NA,NA,NA,NA
"2188",2188,2188,2188,8147,882,1024,NA,NA,NA,NA,NA,"VINE VOICE"
"2189",2189,2189,2189,1036069,24,32,NA,NA,NA,NA,NA,NA
"2190",2190,2190,2190,655627,76,89,NA,NA,NA,NA,NA,NA
"2191",2191,2191,2191,22499129,0,1,NA,NA,NA,NA,NA,NA
"2192",2192,2192,2192,5781719,1,1,NA,NA,NA,NA,NA,NA
"2193",2193,2193,2193,7122018,7,11,NA,NA,NA,NA,NA,NA
"2194",2194,2194,2194,4039138,3,4,NA,NA,NA,NA,NA,NA
"2195",2195,2195,2195,53900,240,403,NA,NA,NA,NA,NA,NA
"2196",2196,2196,2196,1483999,7,9,NA,NA,NA,NA,NA,NA
"2197",2197,2197,2197,4327875,27,32,NA,NA,NA,NA,NA,NA
"2198",2198,2198,2198,377529,17,18,NA,NA,NA,NA,NA,NA
"2199",2199,2199,2199,25128220,1,1,NA,NA,NA,NA,NA,NA
"2200",2200,2200,2200,76010,1861,1945,NA,NA,NA,NA,NA,NA
"2201",2201,2201,2201,151153,58,72,NA,NA,NA,NA,NA,NA
"2202",2202,2202,2202,4433788,13,15,NA,NA,NA,NA,NA,NA
"2203",2203,2203,2203,320253,41,51,NA,NA,NA,NA,NA,NA
"2204",2204,2204,2204,826,19180,21641,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"2205",2205,2205,2205,25114229,0,1,NA,NA,NA,NA,NA,NA
"2206",2206,2206,2206,4695378,1,2,NA,NA,NA,NA,NA,NA
"2207",2207,2207,2207,63380,215,272,NA,NA,NA,NA,NA,NA
"2208",2208,2208,2208,25028891,1,3,NA,NA,NA,NA,NA,NA
"2209",2209,2209,2209,36992,1961,2581,NA,NA,NA,NA,NA,"VINE VOICE"
"2210",2210,2210,2210,1232062,202,242,NA,NA,NA,NA,NA,NA
"2211",2211,2211,2211,25611517,0,1,NA,NA,NA,NA,NA,NA
"2212",2212,2212,2212,14484619,1,1,NA,NA,NA,NA,NA,NA
"2213",2213,2213,2213,796759,48,62,NA,NA,NA,NA,NA,NA
"2214",2214,2214,2214,689400,46,60,NA,NA,NA,NA,NA,NA
"2215",2215,2215,2215,3600888,3,3,NA,NA,NA,NA,NA,NA
"2216",2216,2216,2216,651924,16,19,NA,NA,NA,NA,NA,NA
"2217",2217,2217,2217,3616055,6,11,NA,NA,NA,NA,NA,NA
"2218",2218,2218,2218,244022,39,55,NA,NA,NA,NA,NA,NA
"2219",2219,2219,2219,124594,451,573,NA,NA,NA,NA,NA,NA
"2220",2220,2220,2220,3831336,5,7,NA,NA,NA,NA,NA,NA
"2221",2221,2221,2221,11683396,9,9,NA,NA,NA,NA,NA,NA
"2222",2222,2222,2222,128708,609,689,NA,NA,NA,NA,NA,NA
"2223",2223,2223,2223,51301,393,450,NA,NA,NA,NA,NA,NA
"2224",2224,2224,2224,158138,256,311,NA,NA,NA,NA,NA,NA
"2225",2225,2225,2225,466,12426,13395,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"2226",2226,2226,2226,2091458,10,17,NA,NA,NA,NA,NA,NA
"2227",2227,2227,2227,430882,27,30,NA,NA,NA,NA,NA,NA
"2228",2228,2228,2228,1182851,37,41,NA,NA,NA,NA,NA,NA
"2229",2229,2229,2229,457,9031,10420,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"2230",2230,2230,2230,110097,102,130,NA,NA,NA,NA,NA,NA
"2231",2231,2231,2231,34200977,2,8,NA,NA,NA,NA,NA,NA
"2232",2232,2232,2232,35302331,35,183,NA,NA,NA,NA,NA,NA
"2233",2233,2233,2233,1289521,33,38,NA,NA,NA,NA,NA,NA
"2234",2234,2234,2234,9511042,2,3,NA,NA,NA,NA,NA,NA
"2235",2235,2235,2235,34787810,1,5,NA,NA,NA,NA,NA,NA
"2236",2236,2236,2236,2371624,67,75,NA,NA,NA,NA,NA,NA
"2237",2237,2237,2237,1125568,12,16,NA,NA,NA,NA,NA,NA
"2238",2238,2238,2238,887584,28,37,NA,NA,NA,NA,NA,NA
"2239",2239,2239,2239,35341894,18,53,NA,NA,NA,NA,NA,NA
"2240",2240,2240,2240,5469507,4,11,NA,NA,NA,NA,NA,NA
"2241",2241,2241,2241,25585426,0,1,NA,NA,NA,NA,NA,NA
"2242",2242,2242,2242,15569310,1,2,NA,NA,NA,NA,NA,NA
"2243",2243,2243,2243,4935885,77,98,NA,NA,NA,NA,NA,NA
"2244",2244,2244,2244,17994175,2,2,NA,NA,NA,NA,NA,NA
"2245",2245,2245,2245,4692545,28,31,NA,NA,NA,NA,NA,NA
"2246",2246,2246,2246,35353524,180,299,NA,NA,NA,NA,NA,NA
"2247",2247,2247,2247,5487228,5,6,NA,NA,NA,NA,NA,NA
"2248",2248,2248,2248,5519899,3,5,NA,NA,NA,NA,NA,NA
"2249",2249,2249,2249,1629428,28,40,NA,NA,NA,NA,NA,NA
"2250",2250,2250,2250,113334,203,223,NA,NA,NA,NA,NA,NA
"2251",2251,2251,2251,30345,161,198,NA,NA,NA,NA,NA,NA
"2252",2252,2252,2252,19145,745,1074,NA,NA,NA,NA,NA,NA
"2253",2253,2253,2253,2783920,4,8,NA,NA,NA,NA,NA,NA
"2254",2254,2254,2254,18316503,1,1,NA,NA,NA,NA,NA,NA
"2255",2255,2255,2255,893531,8,15,NA,NA,NA,NA,NA,NA
"2256",2256,2256,2256,25599600,1,1,NA,NA,NA,NA,NA,NA
"2257",2257,2257,2257,35236461,1,6,NA,NA,NA,NA,NA,NA
"2258",2258,2258,2258,3114800,18,28,NA,NA,NA,NA,NA,NA
"2259",2259,2259,2259,5254434,1,1,NA,NA,NA,NA,NA,NA
"2260",2260,2260,2260,900339,126,148,NA,NA,NA,NA,NA,NA
"2261",2261,2261,2261,7145601,8,10,NA,NA,NA,NA,NA,NA
"2262",2262,2262,2262,9610,1730,1949,NA,NA,NA,NA,NA,NA
"2263",2263,2263,2263,15368,1515,1961,NA,NA,NA,NA,NA,"VINE VOICE"
"2264",2264,2264,2264,4409260,5,14,NA,NA,NA,NA,NA,NA
"2265",2265,2265,2265,28997269,3,5,NA,NA,NA,NA,NA,NA
"2266",2266,2266,2266,14964353,44,47,NA,NA,NA,NA,NA,NA
"2267",2267,2267,2267,19507486,0,2,NA,NA,NA,NA,NA,NA
"2268",2268,2268,2268,18422751,1,1,NA,NA,NA,NA,NA,NA
"2269",2269,2269,2269,1944700,13,14,NA,NA,NA,NA,NA,NA
"2270",2270,2270,2270,22787362,1,1,NA,NA,NA,NA,NA,NA
"2271",2271,2271,2271,35286790,147,258,NA,NA,NA,NA,NA,NA
"2272",2272,2272,2272,10953692,3,4,NA,NA,NA,NA,NA,NA
"2273",2273,2273,2273,121533,127,144,NA,NA,NA,NA,NA,NA
"2274",2274,2274,2274,1691314,13,15,NA,NA,NA,NA,NA,NA
"2275",2275,2275,2275,95894,1138,1829,NA,NA,NA,NA,NA,NA
"2276",2276,2276,2276,1119309,41,49,NA,NA,NA,NA,NA,NA
"2277",2277,2277,2277,5092541,3,3,NA,NA,NA,NA,NA,NA
"2278",2278,2278,2278,17068734,6,9,NA,NA,NA,NA,NA,NA
"2279",2279,2279,2279,459187,19,21,NA,NA,NA,NA,NA,NA
"2280",2280,2280,2280,341569,64,109,NA,NA,NA,NA,NA,NA
"2281",2281,2281,2281,15026203,1,1,NA,NA,NA,NA,NA,NA
"2282",2282,2282,2282,3549494,6,8,NA,NA,NA,NA,NA,NA
"2283",2283,2283,2283,104242,116,136,NA,NA,NA,NA,NA,NA
"2284",2284,2284,2284,2368176,300,390,NA,NA,NA,NA,NA,NA
